display_name,scenario,false_positive_rate,true_positive_rate,threshold
Random 1%,s1_random_1_percent,0.03265159669895946,0.48088990302338847,0.6481583714485168
Random 1%,s1_random_1_percent,0.03265159669895946,0.4814603536794067,0.6475996375083923
Random 1%,s1_random_1_percent,0.033189809831359884,0.4814603536794067,0.6466584205627441
Random 1%,s1_random_1_percent,0.033189809831359884,0.482030804335425,0.646424412727356
Random 1%,s1_random_1_percent,0.0335486185862935,0.482030804335425,0.6459065675735474
Random 1%,s1_random_1_percent,0.0335486185862935,0.4837421563034798,0.6439991593360901
Random 1%,s1_random_1_percent,0.034086831718693936,0.4837421563034798,0.6427009105682373
Random 1%,s1_random_1_percent,0.034086831718693936,0.48488305761551626,0.6426727771759033
Random 1%,s1_random_1_percent,0.03444564047362755,0.48488305761551626,0.6424067616462708
Random 1%,s1_random_1_percent,0.03444564047362755,0.48659440958357103,0.641629695892334
Random 1%,s1_random_1_percent,0.03462504485109437,0.48659440958357103,0.6402708888053894
Random 1%,s1_random_1_percent,0.03462504485109437,0.4900171135196805,0.6375128030776978
Random 1%,s1_random_1_percent,0.035342662360961605,0.4900171135196805,0.6360131502151489
Random 1%,s1_random_1_percent,0.035342662360961605,0.4905875641756988,0.6358668208122253
Random 1%,s1_random_1_percent,0.03552206673842842,0.4905875641756988,0.6357959508895874
Random 1%,s1_random_1_percent,0.03552206673842842,0.4917284654877353,0.6354079842567444
Random 1%,s1_random_1_percent,0.03570147111589523,0.4917284654877353,0.6353943347930908
Random 1%,s1_random_1_percent,0.03588087549336204,0.49229891614375354,0.635355532169342
Random 1%,s1_random_1_percent,0.03588087549336204,0.4945807187678266,0.6336380243301392
Random 1%,s1_random_1_percent,0.03606027987082885,0.4945807187678266,0.633182942867279
Random 1%,s1_random_1_percent,0.03606027987082885,0.49515116942384485,0.632644772529602
